timestamp,model,weights,batch_size,calib_batches,img_size,w_bits,a_bits,quant_model,advanced,adv_mode,adv_steps,adv_warmup,adv_lambda,adv_prob,keep_gpu,fp32_accuracy,baseline_ptq_acc,best_alpha,num_clusters,pca_dim,best_top1_accuracy,best_top5_accuracy,improvement_over_baseline,improvement_over_fp32
20250818_183103,mnasnet0_5,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.326,0.8,8,25,0.422,1.634,0.09599999999999997,-67.342
20250818_183103,mnasnet0_5,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.326,0.8,8,50,0.402,1.576,0.07600000000000001,-67.362
20250818_183103,mnasnet0_5,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.326,0.8,8,100,0.398,1.638,0.07200000000000001,-67.366
20250818_183103,mnasnet0_5,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.326,0.8,16,25,0.398,1.554,0.07200000000000001,-67.366
20250818_183103,mnasnet0_5,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.326,1.0,16,50,0.406,1.604,0.08000000000000002,-67.35799999999999
20250818_183103,mnasnet0_5,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.326,0.8,16,100,0.444,1.614,0.118,-67.32
20250818_183103,mnasnet0_5,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.326,0.6,32,25,0.378,1.466,0.05199999999999999,-67.386
20250818_183103,mnasnet0_5,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.326,0.6,32,50,0.398,1.462,0.07200000000000001,-67.366
20250818_183103,mnasnet0_5,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.326,0.8,32,100,0.41,1.582,0.08399999999999996,-67.354
20250818_183103,mnasnet0_5,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.326,0.2,64,25,0.36,1.336,0.033999999999999975,-67.404
20250818_183103,mnasnet0_5,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.326,0.4,64,50,0.368,1.356,0.04199999999999998,-67.396
20250818_183103,mnasnet0_5,DEFAULT,64,32,224,2,4,fixed,True,adaround,20000,0.2,0.01,1.0,False,67.764,0.326,0.4,64,100,0.364,1.362,0.03799999999999998,-67.39999999999999
